DATE,SCRIP CODE,DELIVERY QTY,DELIVERY VAL,DAY'S VOLUME,DAY'S TURNOVER,DELV. PER.
2021-10-11,531822,943,68839,1263,89379,74.66
2021-10-11,531832,300,1236,300,1236,100.0
2021-10-11,531841,51,270,51,282,100.0
2021-10-11,531842,3200,73572,3200,73572,100.0
2021-10-11,531845,30800,31392,30800,31392,100.0
2021-10-11,531847,26,23322,32,28260,81.25
2021-10-11,531859,9445,876024,30743,2809643,30.72
2021-10-11,531861,11386,301520,11386,301520,100.0
2021-10-11,531862,953,174828,1088,198750,87.59
2021-10-11,531867,47075,500566,47075,500566,100.0
2021-10-11,531869,42629,784374,44788,818805,95.18
2021-10-11,531870,25,150,25,150,100.0
2021-10-11,531878,3138,16632,4238,22011,74.04
2021-10-11,531879,1792,328116,2087,382349,85.86
2021-10-11,531881,2033,40323,2033,40323,100.0
2021-10-11,531888,5320,272650,7827,404333,67.97
2021-10-11,531889,50,155,50,155,100.0
2021-10-11,531892,3,53,3,50,100.0
2021-10-11,531893,62575,261564,62675,261981,99.84
2021-10-11,531900,6118,121382,7932,150814,77.13
2021-10-11,531904,105941,28264,105941,28264,100.0
2021-10-11,531909,37869,335519,37869,335519,100.0
2021-10-11,531910,1000,2480,1000,2480,100.0
2021-10-11,531913,27244,215911,27244,215911,100.0
2021-10-11,531917,12869,27513,12869,27513,100.0
2021-10-11,531921,4178,1585134,5879,2273054,71.07
2021-10-11,531923,3472,132457,5506,210018,63.06
2021-10-11,531925,54153,118014,54153,118014,100.0
2021-10-11,531928,116,793,116,792,100.0
2021-10-11,531929,543,1108,543,1107,100.0
2021-10-11,531930,2996,405440,2996,405440,100.0
2021-10-11,531936,25000,10500,25000,10500,100.0
2021-10-11,531944,652,2477,652,2477,100.0
2021-10-11,531950,80321,190466,80321,190466,100.0
2021-10-11,531952,12965,557495,15533,671102,83.47
2021-10-11,531962,2,54,2,54,100.0
2021-10-11,531972,3679,25032,3679,25032,100.0
2021-10-11,531977,64374,575503,64374,575503,100.0
2021-10-11,531978,2690,5391971,8614,17322143,31.23
2021-10-11,531979,4857,189423,7876,304487,61.67
2021-10-11,531982,4663,107020,4663,107020,100.0
2021-10-11,531989,501,2104,501,2104,100.0
2021-10-11,531991,1235579,504689,1235579,504689,100.0
2021-10-11,531994,323,26340,323,26340,100.0
2021-10-11,531996,130557,607091,158123,722743,82.57
2021-10-11,532005,2309,61766,3586,93677,64.39
2021-10-11,532007,10,72,10,72,100.0
2021-10-11,532011,2419,479116,2419,479116,100.0
2021-10-11,532015,82151,347308,82151,347308,100.0
2021-10-11,532019,21730,42013,21730,42013,100.0
2021-10-11,532022,72833,268673,72833,268673,100.0
2021-10-11,532029,25886,10214790,25886,10214790,100.0
2021-10-11,532033,6688,13455,6688,13455,100.0
2021-10-11,532035,9647,89332,10113,97358,95.39
2021-10-11,532038,309,701,309,701,100.0
2021-10-11,532039,9483,466564,13412,665759,70.71
2021-10-11,532041,16737,65107,19547,71101,85.62
2021-10-11,532042,1311,21175,1311,21175,100.0
2021-10-11,532051,9127,2227901,16511,4130639,55.28
2021-10-11,532053,832,52644,832,52644,100.0
2021-10-11,532054,194,88494,224,102601,86.61
2021-10-11,532056,2748,109233,2748,109233,100.0
2021-10-11,532057,128,6556,128,6556,100.0
2021-10-11,532067,18731,9573415,23617,12109922,79.31
2021-10-11,532070,4942,95628,7513,146246,65.78
2021-10-11,532072,672148,107543,672148,107543,100.0
2021-10-11,532090,217262,307629,217262,307629,100.0
2021-10-11,532092,448405,1210694,575629,1477925,77.9
2021-10-11,532097,3865,98364,3865,98364,100.0
2021-10-11,532100,7526,32634,7526,32634,100.0
2021-10-11,532102,3737,89843,3737,89843,100.0
2021-10-11,532113,811,1817,811,1816,100.0
2021-10-11,532114,5175,17336,5175,17336,100.0
2021-10-11,532123,385331,666623,408554,698038,94.32
2021-10-11,532124,529,7315,529,7315,100.0
2021-10-11,532134,2163839,189335913,5244702,463124506,41.26
2021-10-11,532139,1339,1050,1339,1050,100.0
2021-10-11,532140,620,10524,620,10524,100.0
2021-10-11,532141,299156,4698104,299156,4698104,100.0
2021-10-11,532143,1470,120540,2250,185091,65.33
2021-10-11,532144,35374,5201747,112732,16523510,31.38
2021-10-11,532145,9682,62933,9682,62933,100.0
2021-10-11,532149,471882,27227592,1011181,58567370,46.67
2021-10-11,532150,22364,1789120,38745,3109523,57.72
2021-10-11,532154,6528,30942,6528,30942,100.0
2021-10-11,532155,1646996,260588707,2490485,395076601,66.13
2021-10-11,532156,24072,17408871,38303,28131671,62.85
2021-10-11,532159,2560,101248,4812,193563,53.2
2021-10-11,532160,58430,452454,58430,452454,100.0
2021-10-11,532162,22313,5495692,53280,13162179,41.88
2021-10-11,532163,2104,8754469,2104,8754469,100.0
2021-10-11,532164,34962,72284,34962,72284,100.0
2021-10-11,532166,130677,48660,130677,48660,100.0
2021-10-11,532172,2101,20509,2101,20509,100.0
2021-10-11,532173,33648,5816057,69955,12222028,48.1
2021-10-11,532174,4812099,3385653249,4969633,3497801042,96.83
2021-10-11,532175,13333,14606302,44728,49070885,29.81
2021-10-11,532178,131756,10369198,283920,22542929,46.41
2021-10-11,532180,122746,2019172,169291,2803274,72.51
2021-10-11,532181,228616,18003510,391318,31090886,58.42
2021-10-11,532183,15516,72150,15516,72149,100.0
2021-10-11,532187,20181,23671304,75649,89234584,26.68
2021-10-11,532189,5010,2116725,11338,4822501,44.19
2021-10-11,532209,190434,7055580,342428,12775509,55.61
2021-10-11,532210,109711,18530188,268489,45335003,40.86
2021-10-11,532212,23022,450802,23022,450802,100.0
2021-10-11,532215,2157212,1687168723,2244795,1756156770,96.1
2021-10-11,532216,3920,164444,5490,230869,71.4
2021-10-11,532217,6008,102546,6008,102546,100.0
2021-10-11,532218,1582522,16331628,3065324,31821244,51.63
2021-10-11,532219,13249,151569,15435,174731,85.84
2021-10-11,532221,7575,7009148,17202,15944081,44.04
2021-10-11,532230,5737,369463,6294,405324,91.15
2021-10-11,532234,211379,20366367,922195,89525662,22.92
2021-10-11,532240,8946,3510858,12592,4937694,71.05
2021-10-11,532256,564,1012380,633,1142938,89.1
2021-10-11,532259,43854,31178002,77507,55271917,56.58
2021-10-11,532268,2056,2702715,5357,7040030,38.38
2021-10-11,532271,494556,1636981,509705,1683343,97.03
2021-10-11,532275,86224,31187,86224,31187,100.0
2021-10-11,532281,1044292,1379821596,1176071,1550565320,88.79
2021-10-11,532284,2124,87403,2453,102018,86.59
2021-10-11,532285,18289,1521645,48917,4067143,37.39
2021-10-11,532286,44698,18437925,240092,99802170,18.62
2021-10-11,532290,13164,173239,13165,173201,99.99
2021-10-11,532296,35287,18836201,109846,58561076,32.12
2021-10-11,532300,74375,36254094,237887,116542245,31.26
2021-10-11,532301,61862,13430241,167952,36438007,36.83
2021-10-11,532304,66,1568,66,1568,100.0
2021-10-11,532305,17065,1081921,24870,1590145,68.62
2021-10-11,532307,21945,79281,21945,79281,100.0
2021-10-11,532309,8703,2670951,13080,4014137,66.54
2021-10-11,532310,24957,366120,28394,416388,87.9
2021-10-11,532313,12267,3434760,20777,5834910,59.04
2021-10-11,532320,6341,122064,6341,122064,100.0
2021-10-11,532321,74965,41077072,130863,71817637,57.28
2021-10-11,532323,1896216,80778802,2717317,111643868,69.78
2021-10-11,532324,20043,348572,20043,348572,100.0
2021-10-11,532326,8602,675688,13884,1100523,61.96
2021-10-11,532329,5184,1589674,5184,1577055,100.0
2021-10-11,532331,1930,4443922,8025,18734835,24.05
2021-10-11,532333,2057,67270,2057,67270,100.0
2021-10-11,532334,1713,23726,2282,32989,75.07
2021-10-11,532335,9925,213884,14140,311082,70.19
2021-10-11,532336,4653,2008,4653,2008,100.0
2021-10-11,532339,268028,5481173,353308,7213402,75.86
2021-10-11,532340,3119,5897,3119,5897,100.0
2021-10-11,532341,4192,404109,5164,502341,81.18
2021-10-11,532343,23042,12882783,64487,36236049,35.73
2021-10-11,532344,704,104474,852,127609,82.63
2021-10-11,532345,30910,4645773,66143,9999362,46.73
2021-10-11,532348,948523,53306993,2619193,147974048,36.21
2021-10-11,532349,8169,3661346,12957,5820397,63.05
2021-10-11,532350,7296,16706,7296,16706,100.0
2021-10-11,532351,139716,1281415,139716,1281415,100.0
2021-10-11,532355,2308,7142,2308,7142,100.0
2021-10-11,532356,44962,8960927,90103,17982906,49.9
2021-10-11,532357,1662,67395,5882,237356,28.26
2021-10-11,532359,92057,81930,92057,81930,100.0
2021-10-11,532362,2682,184790,3110,216056,86.24
2021-10-11,532365,66503,11345412,88691,15184865,74.98
2021-10-11,532366,32882,2193230,51978,3461226,63.26
2021-10-11,532368,1839032,150897661,1839032,150897661,100.0
2021-10-11,532369,1882,567800,4578,1394196,41.11
2021-10-11,532370,8044,3860718,14026,6758227,57.35
2021-10-11,532371,481565,22031598,481565,22031598,100.0
2021-10-11,532372,185259,12125202,255942,16494078,72.38
2021-10-11,532373,7975,148335,8207,152375,97.17
2021-10-11,532374,16139,4496326,34612,9778423,46.63
2021-10-11,532375,1548,1959306,1548,1959306,100.0
2021-10-11,532376,9330,638172,14142,971670,65.97
2021-10-11,532378,1325,2133,1325,2133,100.0
2021-10-11,532379,10915,64399,12076,71793,90.39
2021-10-11,532380,2892,48152,3884,63816,74.46
2021-10-11,532382,67183,4497902,210007,14089202,31.99
2021-10-11,532384,6468,1287132,9061,1801301,71.38
2021-10-11,532386,116325,4193517,213424,7736487,54.5
2021-10-11,532387,1496,60888,2036,83033,73.48
2021-10-11,532388,686357,15271444,1085100,24239046,63.25
2021-10-11,532390,74910,11079189,144327,21605503,51.9
2021-10-11,532391,114873,382355,114873,382355,100.0
2021-10-11,532392,5619,22757,5619,22639,100.0
2021-10-11,532395,4432,376499,7072,603939,62.67
2021-10-11,532397,4350,27144,4350,27144,100.0
2021-10-11,532398,7601,30481,8435,34666,90.11
2021-10-11,532400,58148,24826289,118649,50890797,49.01
2021-10-11,532402,77473,435399,129429,680316,59.86
2021-10-11,532403,2456,6866,2456,6866,100.0
2021-10-11,532404,15614,503552,19463,630190,80.22
2021-10-11,532406,5204,4310474,6688,5604359,77.81
2021-10-11,532407,782957,42475418,1094141,58761246,71.56
2021-10-11,532408,96775,1906532,96775,1906532,100.0
2021-10-11,532410,9214,164931,9926,176481,92.83
2021-10-11,532411,17702045,3736994,17702045,3736994,100.0
2021-10-11,532413,24571,1350177,48677,2694992,50.48
2021-10-11,532416,14354,78804,15603,87399,92.0
2021-10-11,532419,2699,302828,3951,450213,68.31
2021-10-11,532424,343459,350103384,354359,361233407,96.92
2021-10-11,532425,6508,38093,6508,38093,100.0
2021-10-11,532430,16505,7422299,43884,19715844,37.61
2021-10-11,532432,316505,288701838,365928,333778583,86.49
2021-10-11,532435,14699,2854782,14699,2854782,100.0
2021-10-11,532439,10361,5382232,10361,5382232,100.0
2021-10-11,532440,897,626690,1364,946080,65.76
2021-10-11,532441,6322,19175,6322,19175,100.0
2021-10-11,532443,749,4099652,1905,10263063,39.32
2021-10-11,532444,1740,1062,1740,1061,100.0
2021-10-11,532454,2570656,1786526974,2666344,1853266153,96.41
2021-10-11,532455,3936,29043,3936,29043,100.0
2021-10-11,532456,71648,1966738,120416,3296010,59.5
2021-10-11,532457,11677,3291747,17359,4904234,67.27
2021-10-11,532459,23027,3239899,34673,4959494,66.41
2021-10-11,532460,1440,355261,1440,355261,100.0
2021-10-11,532461,1863558,75380922,3733347,151322120,49.92
2021-10-11,532466,1252,5941930,4678,22116498,26.76
2021-10-11,532467,15974,330954,15974,330954,100.0
2021-10-11,532468,409,5044852,846,10458978,48.35
2021-10-11,532470,3,26,3,26,100.0
2021-10-11,532475,4283,1326660,10326,3220939,41.48
2021-10-11,532477,1364988,52006043,2919223,111349850,46.76
2021-10-11,532478,4484,7626836,20671,34882737,21.69
2021-10-11,532479,29899,884473,29899,884473,100.0
2021-10-11,532481,131124,1136846,131124,1136845,100.0
2021-10-11,532482,56829,18634230,98285,32236577,57.82
2021-10-11,532483,148482,26221922,724781,129117867,20.49
2021-10-11,532485,20979,8740901,25714,10759226,81.59
2021-10-11,532486,11322,5745915,17541,8832638,64.55
2021-10-11,532488,124751,632760228,128766,653378797,96.88
2021-10-11,532493,21231,4317324,80337,16255069,26.43
2021-10-11,532497,49275,50354123,107160,107270379,45.98
2021-10-11,532498,1020,2220285,1604,3478587,63.59
2021-10-11,532500,134258,1000401595,148608,1110687669,90.34
2021-10-11,532503,6504,6718307,7676,7985770,84.73
2021-10-11,532504,1764,6936048,7340,29278466,24.03
2021-10-11,532505,590989,8415684,1557261,22350782,37.95
2021-10-11,532507,78814,252786,78814,252786,100.0
2021-10-11,532508,61914,10392265,178250,30211121,34.73
2021-10-11,532509,12123,4449141,31465,11442965,38.53
2021-10-11,532513,2400,406440,3208,543290,74.81
2021-10-11,532514,352744,182580114,418746,216977601,84.24
2021-10-11,532515,4438,1279254,6140,1766285,72.28
2021-10-11,532521,7506,865442,8918,1027072,84.17
2021-10-11,532522,718855,163943922,786229,179485120,91.43
2021-10-11,532523,417662,149902978,470905,169002320,88.69
2021-10-11,532524,235539,31562226,1048473,138440697,22.46
2021-10-11,532525,235329,4836011,544949,11313665,43.18
2021-10-11,532527,19195,22760472,68508,82924197,28.02
2021-10-11,532528,16032,5696972,39535,14118535,40.55
2021-10-11,532529,5882,491147,7277,609163,80.83
2021-10-11,532531,24065,14244074,62816,37053667,38.31
2021-10-11,532532,1579485,15684287,1617777,16046065,97.63
2021-10-11,532538,97997,718878920,102855,754676225,95.28
2021-10-11,532539,11710,9071737,36000,27851317,32.53
2021-10-11,532540,1111695,4310339101,1280463,4941454228,86.82
2021-10-11,532541,4489,24080119,16934,91084542,26.51
2021-10-11,532543,7225,391234,12920,706693,55.92
2021-10-11,532548,7254,3663633,12193,6108697,59.49
2021-10-11,532553,12145,1265509,20028,2100145,60.64
2021-10-11,532555,4666714,659548706,5397793,765608319,86.46
2021-10-11,532604,39801,400279,39801,400279,100.0
2021-10-11,532605,5813,3070718,9702,5182605,59.92
2021-10-11,532610,70694,5326793,168021,12761770,42.07
2021-10-11,532612,12287,5490446,28700,12853279,42.81
2021-10-11,532613,130663,2362458,130663,2362458,100.0
2021-10-11,532614,6700,8643,6700,8643,100.0
2021-10-11,532616,225642,28374482,392172,50132559,57.54
2021-10-11,532617,33266,3364298,33266,3364298,100.0
2021-10-11,532621,20264,426558,20264,426557,100.0
2021-10-11,532622,8923,2219597,15930,3998805,56.01
2021-10-11,532624,661,116931,661,116930,100.0
2021-10-11,532626,7108,3088426,9688,4211269,73.37
2021-10-11,532627,33227616,179429127,69544624,388163301,47.78
2021-10-11,532629,26034,180873,26034,180873,100.0
2021-10-11,532630,22531,5009768,49114,11183679,45.87
2021-10-11,532633,11412,5643234,21537,10418283,52.99
2021-10-11,532636,160628,49401142,268651,81967596,59.79
2021-10-11,532637,2497,361067,3438,501595,72.63
2021-10-11,532638,13578,3729877,26215,7364898,51.79
2021-10-11,532640,568,5941,568,5941,100.0
2021-10-11,532641,5863,428586,8412,622501,69.7
2021-10-11,532642,53,248364,66,310786,80.3
2021-10-11,532644,1376,4741146,5744,20039909,23.96
2021-10-11,532645,3210,2069,3210,2069,100.0
2021-10-11,532648,21410449,281273491,29696033,391502220,72.1
2021-10-11,532649,28600,899470,60095,1912944,47.59
2021-10-11,532650,25594,248774,32538,320393,78.66
2021-10-11,532651,6537,319660,8556,413125,76.4
2021-10-11,532652,80113,5443679,187287,12774497,42.78
2021-10-11,532654,320952,9962322,320952,9962322,100.0
2021-10-11,532656,324174,1442575,459534,2024359,70.54
2021-10-11,532659,73697,3905941,195361,10469207,37.72
2021-10-11,532660,66377,1466932,88438,1974188,75.05
2021-10-11,532661,3048,1262025,4144,1720002,73.55
2021-10-11,532662,14044,369358,24397,647363,57.56
2021-10-11,532663,1232,1650449,1694,2280055,72.73
2021-10-11,532665,5,35,5,35,100.0
2021-10-11,532666,3972863,5847627,3972863,5847627,100.0
2021-10-11,532667,7506390,57423884,14063423,107199156,53.38
2021-10-11,532668,2444,514649,2444,514649,100.0
2021-10-11,532670,649093,19576607,649093,19576607,100.0
2021-10-11,532673,35299,974253,41571,1153365,84.91
2021-10-11,532674,6538,424317,8928,580931,73.23
2021-10-11,532676,3231,35081,3231,35081,100.0
2021-10-11,532678,96350,721776,96350,721776,100.0
2021-10-11,532679,16243,1949160,25174,3084532,64.52
2021-10-11,532683,1307,2467616,2788,5253808,46.88
2021-10-11,532684,33932,4224534,70461,8964152,48.16
2021-10-11,532686,11404,910620,11404,910620,100.0
2021-10-11,532687,1289,722163,3912,2201177,32.95
2021-10-11,532689,5847,9916805,28714,49014932,20.36
2021-10-11,532692,5683,11850,5683,11850,100.0
2021-10-11,532693,108627,207068,108627,207068,100.0
2021-10-11,532694,68677,271907,68677,271907,100.0
2021-10-11,532695,38453,431443,41097,454304,93.57
2021-10-11,532696,92721,274607,92721,274607,100.0
2021-10-11,532698,50258,10953651,50258,10953651,100.0
2021-10-11,532699,18685,1836736,30998,3093715,60.28
2021-10-11,532700,442,84113,569,108383,77.68
2021-10-11,532701,4670,25765,4670,25765,100.0
2021-10-11,532702,13075,4143468,31285,10003429,41.79
2021-10-11,532705,10815,667827,12668,788436,85.37
2021-10-11,532706,11287,4660403,36899,15428787,30.59
2021-10-11,532707,5228,3623004,9965,6945026,52.46
2021-10-11,532710,103139,4930045,205264,9855223,50.25
2021-10-11,532712,8038825,26608511,16517519,55438360,48.67
2021-10-11,532713,47130,501456,47130,501456,100.0
2021-10-11,532714,13838,6552293,31867,15069650,43.42
2021-10-11,532716,2105,136249,2105,136249,100.0
2021-10-11,532717,589,105774,589,105774,100.0
2021-10-11,532719,20016,616493,47915,1509263,41.77
2021-10-11,532720,105460,19515373,287731,53425125,36.65
2021-10-11,532721,15913,206233,17713,228649,89.84
2021-10-11,532722,40027,1046707,60025,1603733,66.68
2021-10-11,532723,165,2155,165,2155,100.0
2021-10-11,532725,8997,22481704,27678,71309730,32.51
2021-10-11,532726,8851,653204,12058,889259,73.4
2021-10-11,532728,9632,360237,11989,447173,80.34
2021-10-11,532729,4073,772241,5196,988568,78.39
2021-10-11,532730,41200,636540,41200,636540,100.0
2021-10-11,532731,67722,883772,67722,883772,100.0
2021-10-11,532732,220146,215159694,354379,366952516,62.12
2021-10-11,532733,33527,17955385,82939,44389607,40.42
2021-10-11,532734,39108,53380465,57009,77060323,68.6
2021-10-11,532735,20751,4358748,23917,5048946,86.76
2021-10-11,532737,6135,712887,7689,906077,79.79
2021-10-11,532738,10731,87886,10731,87886,100.0
2021-10-11,532740,3701,192823,7940,420592,46.61
2021-10-11,532741,3149,788195,6908,1732363,45.58
2021-10-11,532742,2123,23119470,2869,31156062,74.0
2021-10-11,532744,12947,116394,14631,130913,88.49
2021-10-11,532745,4467,155452,5685,196725,78.58
2021-10-11,532748,7030,531468,9512,709063,73.91
2021-10-11,532749,14152,3954069,67563,19235107,20.95
2021-10-11,532751,6415,18447,6415,18447,100.0
2021-10-11,532754,2558949,110162755,7381893,314928070,34.67
2021-10-11,532755,709258,1016190875,777265,1113642447,91.25
2021-10-11,532756,26906,6561029,36116,8827392,74.5
2021-10-11,532757,1831,2737345,2112,3167797,86.7
2021-10-11,532759,11107,153849,11107,153849,100.0
2021-10-11,532760,30937,1461876,30937,1461876,100.0
2021-10-11,532761,4024,248717,4024,248717,100.0
2021-10-11,532762,16885,4533623,49916,13423388,33.83
2021-10-11,532764,2123,341910,2886,470852,73.56
2021-10-11,532766,15383,30363,15383,30363,100.0
2021-10-11,532767,124407,6220350,277526,14040116,44.83
2021-10-11,532768,5326,6042614,14225,16331192,37.44
2021-10-11,532771,45970,1277966,58252,1655306,78.92
2021-10-11,532772,38519,3484044,70089,6353225,54.96
2021-10-11,532773,6850,408260,9101,540277,75.27
2021-10-11,532774,1809,88485,1809,88485,100.0
2021-10-11,532775,8998641,15908851,8998641,15908851,100.0
2021-10-11,532776,133059,4716942,213071,7588860,62.45
2021-10-11,532777,73285,488818053,81684,544178648,89.72
2021-10-11,532779,140648,75809272,282077,148477213,49.86
2021-10-11,532780,35473,572180,50696,813313,69.97
2021-10-11,532782,11394,772514,31883,2168393,35.74
2021-10-11,532783,65211,4470215,154461,10677715,42.22
2021-10-11,532784,26063,22459791,58286,50651945,44.72
2021-10-11,532785,2478,219551,3798,339399,65.24
2021-10-11,532790,5794,5199536,9558,8633468,60.62
2021-10-11,532794,800877,11564664,1345863,19188166,59.51
2021-10-11,532795,5435106,14674787,8851480,23788660,61.4
2021-10-11,532796,23814,3479226,44164,6635896,53.92
2021-10-11,532797,16082,1002713,23730,1479295,67.77
2021-10-11,532798,74306,4525236,146537,8941489,50.71
2021-10-11,532799,51536,1635461,51536,1635461,100.0
2021-10-11,532800,67840,2917120,188572,8146066,35.98
2021-10-11,532801,22313,1510591,32811,2195351,68.0
2021-10-11,532804,1740,1478130,2163,1829886,80.44
2021-10-11,532805,88647,12884842,136346,19829825,65.02
2021-10-11,532806,457,6723,457,6723,100.0
2021-10-11,532807,7674,959192,7674,959192,100.0
2021-10-11,532808,2279,682903,2634,791587,86.52
2021-10-11,532809,81958,16834174,246910,51174956,33.19
2021-10-11,532810,61422,8718853,220041,31284679,27.91
2021-10-11,532811,3767,1373449,5501,2007243,68.48
2021-10-11,532812,2280,15043,2280,15043,100.0
2021-10-11,532813,13948,44698,13948,44698,100.0
2021-10-11,532814,115915,16929386,292222,42495803,39.67
2021-10-11,532815,11968,1844269,16457,2542252,72.72
2021-10-11,532817,31173,300508,40153,380050,77.64
2021-10-11,532819,24035,102783274,90824,389083618,26.46
2021-10-11,532820,13299,62107,13950,64468,95.33
2021-10-11,532822,32998785,358366806,99449787,1093171646,33.18
2021-10-11,532825,2000,2656,2000,2656,100.0
2021-10-11,532826,962,34733,962,34733,100.0
2021-10-11,532827,5525,203010299,6637,244739085,83.25
2021-10-11,532828,1378,42167,11817,366864,11.66
2021-10-11,532829,3313,132318,3313,132318,100.0
2021-10-11,532830,1746,3966476,8750,19924259,19.95
2021-10-11,532832,303775,45566250,793073,119703427,38.3
2021-10-11,532834,29208,5638605,70758,13900485,41.28
2021-10-11,532835,161,565948,248,872420,64.92
2021-10-11,532839,604471,11817409,1228460,24159267,49.21
2021-10-11,532841,9294,6241851,13100,8728209,70.95
2021-10-11,532842,3617,1369758,5660,2157808,63.9
2021-10-11,532843,26879,7202229,69302,18634410,38.79
2021-10-11,532845,26966,331413,26966,330637,100.0
2021-10-11,532847,2538,33172,2870,37883,88.43
2021-10-11,532848,198927,54137984,883908,240632215,22.51
2021-10-11,532851,1236,909820,4787,3512966,25.82
2021-10-11,532852,7635,535847,7635,535847,100.0
2021-10-11,532853,3951,1397074,8974,3230198,44.03
2021-10-11,532854,49364,61241,49364,61241,100.0
2021-10-11,532855,2121,89825,2191,91042,96.81
2021-10-11,532856,74614,5219250,117703,8298810,63.39
2021-10-11,532859,684,1980566,684,1980566,100.0
2021-10-11,532864,33679,2968804,44238,3884366,76.13
2021-10-11,532866,32456,34664,32456,34664,100.0
2021-10-11,532867,28556,4768852,31753,5294356,89.93
2021-10-11,532868,645664,269121761,1183547,500616244,54.55
2021-10-11,532869,1168,76212,1719,114986,67.95
2021-10-11,532870,222043,552887,222043,552887,100.0
2021-10-11,532872,23376,6815273,62483,18206812,37.41
2021-10-11,532873,377958,1774848,377958,1774848,100.0
2021-10-11,532874,52179,69919,52179,69919,100.0
2021-10-11,532875,16188,1358983,46368,3961377,34.91
2021-10-11,532878,7237,403101,10902,612404,66.38
2021-10-11,532879,1730,262662,1730,262662,100.0
2021-10-11,532880,2691,210975,3712,292451,72.49
2021-10-11,532884,33616,5072655,157475,23809391,21.35
2021-10-11,532885,519610,11769167,810967,18457185,64.07
2021-10-11,532887,52528,147078,52528,147078,100.0
2021-10-11,532888,5130,833882,10886,1777662,47.12
2021-10-11,532889,22576,10177261,42930,19500930,52.59
2021-10-11,532890,18784,979586,83167,4388913,22.59
2021-10-11,532891,15234,2048973,48661,6677402,31.31
2021-10-11,532892,12746,11567633,48424,43679174,26.32
2021-10-11,532893,12752,511993,14054,567953,90.74
2021-10-11,532894,249783,2158125,249783,2158125,100.0
2021-10-11,532895,59,478,59,477,100.0
2021-10-11,532896,590,4720,590,4720,100.0
2021-10-11,532898,2958864,555861842,3282227,618276319,90.15
2021-10-11,532899,10981,6124104,18535,10362720,59.24
2021-10-11,532900,1255,1307020,5226,5438431,24.01
2021-10-11,532902,5500,2695,5500,2695,100.0
2021-10-11,532906,5927,794823,5927,794823,100.0
2021-10-11,532907,52268,234747,52268,234747,100.0
2021-10-11,532911,73940,649933,96631,848523,76.52
2021-10-11,532915,43447,7694464,113109,20289231,38.41
2021-10-11,532916,13278,309886,13278,309886,100.0
2021-10-11,532918,30578,862300,32492,917263,94.11
2021-10-11,532921,553663,409422631,652740,483049584,84.82
2021-10-11,532922,57593,4541209,123021,9759250,46.82
2021-10-11,532923,1115,975570,12153,10584939,9.17
2021-10-11,532924,15074,4905080,65996,21619976,22.84
2021-10-11,532925,3062,9462,3112,9630,98.39
2021-10-11,532926,27734,4585817,43495,7185113,63.76
2021-10-11,532927,5979,13933163,13253,30782215,45.11
2021-10-11,532928,28836,882382,47632,1482037,60.54
2021-10-11,532929,10021,4764485,52604,25310580,19.05
2021-10-11,532930,46843,3309458,131600,9298155,35.59
2021-10-11,532931,116588,398127,116588,398127,100.0
2021-10-11,532932,5942,406433,8673,594027,68.51
2021-10-11,532933,14270,355323,15504,384182,92.04
2021-10-11,532934,6972,1848278,9917,2618037,70.3
2021-10-11,532935,1152,169114,1806,266044,63.79
2021-10-11,532937,2417,199161,3102,262062,77.92
2021-10-11,532939,8007847,129546406,8007847,129546406,100.0
2021-10-11,532940,9565,1760439,23604,4355464,40.52
2021-10-11,532941,10432,585757,12831,726296,81.3
2021-10-11,532942,67742,20204052,121514,35952048,55.75
2021-10-11,532944,123678,15348440,214520,26202844,57.65
2021-10-11,532945,814244,6741941,1119019,9268440,72.76
2021-10-11,532946,886,33197,886,33197,100.0
2021-10-11,532947,219447,46358179,418211,89398963,52.47
2021-10-11,532951,10879,931787,20214,1743264,53.82
2021-10-11,532952,4551,1351875,5461,1615197,83.34
2021-10-11,532953,7624,1994058,16689,4394163,45.68
2021-10-11,532955,1400497,221749627,1578897,250895850,88.7
2021-10-11,532957,2927,76709,2927,76709,100.0
2021-10-11,532959,651897,1029463,651897,1029463,100.0
2021-10-11,532960,20820,4197312,91227,18168622,22.82
2021-10-11,532966,68078,6736319,119978,12021077,56.74
2021-10-11,532967,3898,2060093,8656,4607116,45.03
2021-10-11,532972,28579,216196,28579,216196,100.0
2021-10-11,532974,22110,1512324,37669,2606156,58.7
2021-10-11,532975,25076,78346,25076,78346,100.0
2021-10-11,532976,2764,153955,4509,250374,61.3
2021-10-11,532977,66170,252551289,69562,265662370,95.12
2021-10-11,532978,43302,761154318,53791,949258193,80.5
2021-10-11,532980,6943,194404,8423,235833,82.43
2021-10-11,532983,4142,2836649,6656,4587659,62.23
2021-10-11,532985,63,39518,73,45946,86.3
2021-10-11,532986,16166,620775,18635,718359,86.75
2021-10-11,532987,1550,1352530,2694,2349565,57.54
2021-10-11,532988,458,135637,537,160725,85.29
2021-10-11,532989,662,84836,680,88874,97.35
2021-10-11,532992,1620,23409,1620,23409,100.0
2021-10-11,532994,8725,296650,9313,317957,93.69
2021-10-11,532998,2360,107445,2360,107445,100.0
2021-10-11,533001,3490,177709,3490,177709,100.0
2021-10-11,533007,35811,249920,35811,249920,100.0
2021-10-11,533012,11891,64585,11891,64585,100.0
2021-10-11,533014,19528,505776,22373,582198,87.28
2021-10-11,533019,460,4567,460,4567,100.0
