Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
514060,,EVERTEX,EVERGREEN TEXTILES LIMITED,Active,ZP,10.0,INE229N01010,Textiles,Equity
514087,,PBMPOLY,PBM POLYTEX LTD,Active,X ,10.0,INE501F01018,Textiles,Equity
514113,,ADINATH,ADINATH TEXTILES LTD,Active,XT,10.0,INE207C01019,Textiles,Equity
514128,,KONARKSY,KONARK SYNTHETIC LTD,Active,X ,10.0,INE517D01019,Textiles,Equity
514138,,SURYALA,SURYALATA SPINNING MILLS LTD,Active,XT,10.0,INE132C01027,Textiles,Equity
514140,,SURYVANSP,SURYAVANSHI SPINNING MILLS LTD,Active,X ,10.0,INE431C01023,Textiles,Equity
514142,,TTL,T T LTD,Active,B ,10.0,INE592B01016,Textiles,Equity
514144,,UNIWORTH,UNIWORTH LTD,Active,XT,10.0,INE207A01013,Textiles,Equity
514162,,WELSPUNIND,WELSPUN INDIA LTD,Active,A ,1.0,INE192B01031,Textiles,Equity
514165,,INDIANACRY,INDIAN ACRYLICS LTD,Active,X ,10.0,INE862B01013,Fibres & Plastics,Equity
514167,,GANECOS,GANESHA ECOSPHERE LTD,Active,B ,10.0,INE845D01014,Misc.Commercial Services,Equity
514171,,CEETAIN,CEETA INDUSTRIES LTD,Active,XT,1.0,INE760J01012,Construction Materials,Equity
514175,,VARDMNPOLY,VARDHMAN POLYTEX LTD,Active,B ,10.0,INE835A01011,Textiles,Equity
514183,,BLACKROSE,BLACK ROSE INDUSTRIES LTD,Active,X ,1.0,INE761G01016,Specialty Chemicals,Equity
514197,,STCORP,ST CORPORATION LTD,Active,XT,10.0,INE110Q01015,Textiles,Equity
514215,,BINNY,BINNY LTD,Active,X ,5.0,INE118K01011,Textiles,Equity
514223,,RAMGOPOLY,RAMGOPAL POLYTEX LTD,Active,XT,10.0,INE410D01017,Comm.Trading  & Distribution,Equity
514234,,SANGAMIND,SANGAM INDIA LTD,Active,T ,10.0,INE495C01010,Textiles,Equity
514236,,TTLEL,TTL ENTERPRISES LTD,Active,XT,10.0,INE664X01025,Comm.Trading  & Distribution,Equity
514238,,IKAB,IKAB SECURITIES  INVESTMENT LTD,Active,X ,10.0,INE874A01010,Other Financial Services,Equity
514240,,KUSHIND,KUSH INDUSTRIES LTD,Active,X ,10.0,INE979D01011,Textiles,Equity
514260,,SURBHIN,SURBHI INDUSTRIES LTD,Active,XT,10.0,INE899E01019,Textiles,Equity
514264,,SEASONST,SEASONS TEXTILES LTD,Active,XT,10.0,INE707B01010,Textiles,Equity
514266,,ZENIFIB,ZENITH FIBRES LTD,Active,X ,10.0,INE106C01013,Textiles,Equity
514272,,BHILSPIN,BHILWARA SPINNERS LTD,Active,X ,10.0,INE436C01014,Textiles,Equity
514274,,AARVEEDEN,AARVEE DENIMS  EXPORTS LTD,Active,B ,10.0,INE273D01019,Textiles,Equity
514280,,SANTETX,SANRHEA TECHNICAL TEXTILES LTD,Active,XT,10.0,INE589J01015,Textiles,Equity
514286,,ASHIMASYN,ASHIMA LTD,Active,B ,10.0,INE440A01010,Textiles,Equity
514300,,PIONEEREMB,PIONEER EMBROIDERIES LTD,Active,B ,10.0,INE156C01018,Textiles,Equity
514302,,VIPPYSP,VIPPY SPINPRO LTD,Active,X ,10.0,INE660D01017,Textiles,Equity
514312,,JAIHINDS,JAIHIND SYNTHETICS LTD,Active,XT,10.0,INE156E01014,Textiles,Equity
514316,,RAGHUSYN,RAGHUVIR SYNTHETICS LTD,Active,X ,10.0,INE969C01014,Textiles,Equity
514318,,JATTAINDUS,JATTASHANKAR INDUSTIES LTD,Active,P ,10.0,INE722N01014,Textiles,Equity
514322,,KAMADGIRI,KAMADGIRI FASHION LTD,Active,X ,10.0,INE535C01013,Textiles,Equity
514326,,PATSPINLTD,PATSPIN INDIA LTD,Active,B ,10.0,INE790C01014,Textiles,Equity
514330,,ONEGLOBAL,ONE GLOBAL SERVICE PROVIDER LTD,Active,X ,10.0,INE670O01013,Textiles,Equity
514332,,NEOINFRA,NEO INFRACON LTD,Active,X ,10.0,INE216I01017,Realty,Equity
514336,,GENESIS,GENESIS IBRC INDIA LTD,Active,X ,10.0,INE194N01016,Biotechnology,Equity
514354,,PREMIERPOL,PREMIER POLYFILM LTD,Active,B ,5.0,INE309M01012,Commodity Chemicals,Equity
514358,,EVERLON,EVERLON SYNTHETICS LTD,Active,X ,10.0,INE339D01034,Textiles,Equity
514360,,KRRAIL,KR RAIL ENGINEERING LTD,Active,X ,10.0,INE078T01026,Construction & Engineering,Equity
514378,,YARNSYN,YARN SYNDICATE LTD,Active,X ,10.0,INE564C01013,Comm.Trading  & Distribution,Equity
514386,,GUJCOTEX,GUJARAT COTEX LTD,Active,X ,5.0,INE004C01028,Textiles,Equity
514394,,AJIL,ATLAS JEWELLERY INDIA LIMITED,Active,X ,10.0,INE022N01019,Other Apparels & Accessories,Equity
514400,,GARWSYN,GARWARE SYNTHETICS LTD,Active,X ,10.0,INE340D01016,Comm.Trading  & Distribution,Equity
514402,,SHARDFI,SHARAD FIBRES  YARN PROCESSORS LTD,Active,P ,10.0,INE638N01012,Textiles,Equity
514412,,SARUPINDUS,SARUP INDUSTRIES LTD,Active,X ,10.0,INE305D01019,Other Apparels & Accessories,Equity
514418,,MANORG,MANGALAM ORGANICS LIMITED,Active,X ,10.0,INE370D01013,Commodity Chemicals,Equity
514428,,HINDADH,HINDUSTAN ADHESIVES LTD,Active,X ,10.0,INE074C01013,Plastic Products,Equity
514440,,BPTEX,BLUE PEARL TEXSPIN LIMITED,Active,XT,10.0,INE439N01023,Commodity Chemicals,Equity
514442,,SRIKPRIND,SRI KPR INDUSTRIES LTD,Active,X ,10.0,INE009C01019,Plastic Products,Equity
514448,,JYOTIRES,JYOTI RESINS  ADHESIVES LTD,Active,X ,10.0,INE577D01013,Specialty Chemicals,Equity
514450,,MHLXMIRU,MAHALAXMI RUBTECH LTD,Active,X ,10.0,INE112D01035,Other Industrial Products,Equity
514454,,SOUTLAT,SOUTHERN LATEX LTD,Active,XT,10.0,INE410M01018,Textiles,Equity
514460,,OSWAYRN,OSWAL YARNS LTD,Active,XT,10.0,INE670H01017,Comm.Trading  & Distribution,Equity
514470,,WINSOMTX,WINSOME TEXTILE INDUSTRIES LTD,Active,T ,10.0,INE837B01031,Textiles,Equity
514482,,ASAHIIND,ASAHI INDUSTRIES LIMITED,Active,ZP,1.0,INE745I01015,Textiles,Equity
514484,,THAMBBI,THAMBBI MODERN SPINNING MILLS LTD,Active,X ,10.0,INE830D01016,Textiles,Equity
515008,,MODINSU,MODERN INSULATORS LTD,Active,XT,10.0,INE219W01012,Other Elect.Equip./ Prod.,Equity
515030,,ASAHIINDIA,ASAHI INDIA GLASS LTD,Active,A ,1.0,INE439A01020,Auto Parts & Equipment,Equity
515037,,MURUDCERA,MURUDESHWAR CERAMICS LTD,Active,B ,10.0,INE692B01014,Furniture-Furnishing-Paints,Equity
515043,,SAINTGOBAIN,SAINTGOBAIN SEKURIT INDIA LTD,Active,X ,10.0,INE068B01017,Furniture-Furnishing-Paints,Equity
515055,,ANANTRAJ,ANANT RAJ LIMITED,Active,B ,2.0,INE242C01024,Realty,Equity
515059,,MADHUDIN,MADHUSUDAN INDUSTRIES LTD,Active,X ,5.0,INE469C01023,Edible Oils,Equity
515085,,RESTILE,RESTILE CERAMICS LTD,Active,X ,10.0,INE298E01022,Furniture-Furnishing-Paints,Equity
515093,,MADHAV,MADHAV MARBLES  GRANITES LTD,Active,B ,10.0,INE925C01016,Construction Materials,Equity
515127,,RAMASIGNS,RAMASIGNS INDUSTRIES LTD,Active,X ,5.0,INE650D01026,Comm.Trading  & Distribution,Equity
515145,,HINDNATGLS,HINDUSTHAN NATIONAL GLASS  INDUSTRIES LTD,Active,B ,2.0,INE952A01022,Containers & Packaging,Equity
515147,,HALDYNGL,HALDYN GLASS LTD,Active,X ,1.0,INE506D01020,Containers & Packaging,Equity
516003,,DUROPLY,DUROPLY INDUSTRIES LTD,Active,X ,10.0,INE932D01010,Forest Products,Equity
516007,,MANGTIMBER,MANGALAM TIMBER PRODUCTS LTD,Active,B ,10.0,INE805B01012,Forest Products,Equity
516016,,SHREYANIND,SHREYANS INDUSTRIES LTD,Active,B ,10.0,INE231C01019,Paper & Paper Products,Equity
516020,,AGIOPAPER,AGIO PAPER  INDUSTRIES LTD,Active,XT,10.0,INE112C01011,Paper & Paper Products,Equity
516022,,STARPAPER,STAR PAPER MILLS LTD,Active,B ,10.0,INE733A01018,Paper & Paper Products,Equity
516030,,YASHPAKKA,YASH PAKKA LTD,Active,X ,10.0,INE551D01018,Paper & Paper Products,Equity
516032,,SARDAPPR,SARDA PAPERS LTD,Active,XT,10.0,INE385D01011,Paper & Paper Products,Equity
516062,,NATPLY,NATIONAL PLYWOOD INDUSTRIES LTD,Active,Z ,10.0,INE497C01016,Forest Products,Equity
516064,,ARROWGREEN,ARROW GREENTECH LTD,Active,T ,10.0,INE570D01018,Plastic Products,Equity
516072,,VISHNU,VISHNU CHEMICALS LTD,Active,B ,10.0,INE270I01014,Specialty Chemicals,Equity
516078,,JUMBO,JUMBO BAG LTD,Active,Z ,10.0,INE699D01015,Containers & Packaging,Equity
516082,,NRAGRINDQ,NRAGARWAL INDUSTRIES LTD,Active,B ,10.0,INE740D01017,Paper & Paper Products,Equity
516086,,SRPML,SHREE RAJESHWARANAND PAPER MILLS LTD,Active,XT,10.0,INE617D01017,Paper & Paper Products,Equity
516092,,3PLAND,P LAND HOLDINGS LTD,Active,B ,2.0,INE105C01023,Paper & Paper Products,Equity
516096,,SANPA,SANGAL PAPERS LTD,Active,XT,10.0,INE384D01022,Paper & Paper Products,Equity
516098,,VENTURA,VENTURA TEXTILES LTD,Active,X ,10.0,INE810C01044,Textiles,Equity
516106,,SHKARTP,SHREE KARTHIK PAPERS LTD,Active,X ,5.0,INE538D01015,Paper & Paper Products,Equity
516108,,STHINPA,SOUTH INDIA PAPER MILLS LTD,Active,X ,10.0,INE088G01014,Paper & Paper Products,Equity
516110,,SCANDENT,SCANDENT IMAGING LIMITED,Active,XT,10.0,INE146N01016,Healthcare Services,Equity
517015,,VINDHYATEL,VINDHYA TELELINKS LTD,Active,A ,10.0,INE707A01012,Telecom Cables,Equity
517035,,RIR,RUTTONSHA INTERNATIONAL RECTIFIER LTD,Active,X ,10.0,INE302D01016,Electronic Components,Equity
517041,,ADORWELD,ADOR WELDING LTD,Active,B ,10.0,INE045A01017,Other Industrial Goods,Equity
517044,,IDM,INTERNATIONAL DATA MANAGEMENT LTD,Active,XT,10.0,INE649R01010,Consulting Services,Equity
517059,,SALZER,SALZER ELECTRONICS LTD,Active,B ,10.0,INE457F01013,Other Elect.Equip./ Prod.,Equity
517063,,JETKINGQ,JETKING INFOTRAIN LTD,Active,X ,10.0,INE919C01019,IT Training Services,Equity
517077,,INDAGIV,INDAGIV COMMERCE LTD,Active,XT,10.0,INE115E01010,Comm.Trading  & Distribution,Equity
517096,,APLAB,APLAB LTD,Active,X ,10.0,INE273A01015,Other Elect.Equip./ Prod.,Equity
517119,,PCS,PCS TECHNOLOGY LTD,Active,X ,10.0,INE834B01012,Computer Hardware,Equity
517146,,USHAMART,USHA MARTIN LTD,Active,A ,1.0,INE228A01035,Iron & Steel Products,Equity
517166,,SPELS,SPEL SEMICONDUCTOR LTD,Active,XT,10.0,INE252A01019,Electronic Components,Equity
517168,,SUBROS,SUBROS LTD,Active,A ,2.0,INE287B01021,Auto Parts & Equipment,Equity
517170,,KLKELEC,KLK ELECTRICAL LTD,Active,XT,10.0,INE125G01014,Other Elect.Equip./ Prod.,Equity
517172,,PERVASIVE,PERVASIVE COMMODITIES LTD,Active,P ,10.0,INE443P01020,Electronic Components,Equity
517174,,HONAUT,HONEYWELL AUTOMATION INDIA LTD,Active,A ,10.0,INE671A01010,Other Elect.Equip./ Prod.,Equity
517201,,SWITCHTE,SWITCHING TECHNOLOGIES GUNTHER LTD,Active,X ,10.0,INE311D01017,Electronic Components,Equity
517206,,LUMAXIND,LUMAX INDUSTRIES LTD,Active,B ,10.0,INE162B01018,Auto Parts & Equipment,Equity
517214,,DIGISPICE,DIGISPICE TECHNOLOGIES LTD,Active,T ,3.0,INE927C01020,Telecom Equipment,Equity
517230,,PAEL,PAE LTD,Active,Z ,10.0,INE766A01018,Comm.Trading  & Distribution,Equity
517236,,CALCOM,CALCOM VISION LTD,Active,XT,10.0,INE216C01010,Consumer Electronics,Equity
517238,,DYNAVSN,DYNAVISION LTD,Active,XT,10.0,INE083E01010,Electronic Components,Equity
517246,,BCCFUBA,BCC FUBA INDIA LTD,Active,XT,10.0,INE788D01016,Electronic Components,Equity
517258,,PRECISIO,PRECISION ELECTRONICS LTD,Active,XT,10.0,INE143C01024,Electronic Components,Equity
517264,,FINELINE,FINELINE CIRCUITS LTD,Active,X ,10.0,INE087E01011,Electronic Components,Equity
517271,,HBLPOWER,HBL POWER SYSTEMS LTD,Active,B ,1.0,INE292B01021,Other Elect.Equip./ Prod.,Equity
517273,,S&SPOWER,SS POWER SWITCHGEAR LTD,Active,T ,10.0,INE902B01017,Other Elect.Equip./ Prod.,Equity
517288,,GUJARATPOLY,GUJARAT POLY ELECTRONICS LTD,Active,X ,10.0,INE541F01022,Other Elect.Equip./ Prod.,Equity
517300,,GIPCL,GUJARAT INDUSTRIES POWER COLTD,Active,A ,10.0,INE162A01010,Electric Utilities,Equity
517320,,SAVINFOCO,SAVANT INFOCOMM LTD,Active,XT,10.0,INE898E01011,Other Elect.Equip./ Prod.,Equity
517330,,CMI,CMI LTD,Active,T ,10.0,INE981B01011,Other Elect.Equip./ Prod.,Equity
517334,,MOTHERSUMI,MOTHERSON SUMI SYSTEMS LTD,Active,A ,1.0,INE775A01035,Auto Parts & Equipment,Equity
517344,,MINDTECK,MINDTECK INDIA LTD,Active,B ,10.0,INE110B01017,IT Software Products,Equity
517354,,HAVELLS,HAVELLS INDIA LTD,Active,A ,1.0,INE176B01034,Other Elect.Equip./ Prod.,Equity
517356,,ACIIN,ACI INFOCOM LTD,Active,X ,1.0,INE167B01025,Storage Media & Peripherals,Equity
517360,,SBECSYS,SBEC SYSTEMS INDIA LTD,Active,P ,10.0,INE689V01018,Comm.Trading  & Distribution,Equity
517370,,INCAP,INCAP LTD,Active,XT,10.0,INE437C01012,Other Elect.Equip./ Prod.,Equity
517372,,GUJINTRX,GUJARAT INTRUX LTD,Active,X ,10.0,INE877E01015,Other Industrial Products,Equity
517380,,IGARASHI,IGARASHI MOTORS INDIA LTD,Active,A ,10.0,INE188B01013,Auto Parts & Equipment,Equity
517385,,SYMPHONY,SYMPHONY LIMITED,Active,A ,2.0,INE225D01027,Consumer Electronics,Equity
517393,,VINTRON,VINTRON INFORMATICS LTD,Active,X ,1.0,INE043B01028,Computer Hardware,Equity
517397,,PANELEC,PAN ELECTRONICS INDIA LTD,Active,XT,10.0,INE648E01010,Electronic Components,Equity
517399,,VXLINSTR,VXL INSTRUMENTS LTD,Active,X ,10.0,INE756A01019,Consumer Electronics,Equity
517411,,SHYAMTEL,SHYAM TELECOM LTD,Active,T ,10.0,INE635A01023,Telecom Equipment,Equity
517415,,LEENEE,LEE  NEE SOFTWARES EXPORTS LTD,Active,XT,10.0,INE791B01014,BPO/KPO,Equity
517417,,PATELSAI,PATELS AIRTEMP INDIA LTD,Active,X ,10.0,INE082C01024,Industrial Machinery,Equity
517421,,BUTTERFLY,BUTTERFLY GANDHIMATHI APPLIANCES LTD,Active,B ,10.0,INE295F01017,Household Appliances,Equity
517429,,ATHENAGLO,ATHENA GLOBAL TECHNOLOGIES LTD,Active,XT,10.0,INE576B01019,IT Software Products,Equity
517437,,DUTRON,DUTRON POLYMERS LTD,Active,XT,10.0,INE940C01015,Plastic Products,Equity
517447,,RSSOFTWARE,RSSOFTWARE INDIA LTD,Active,B ,5.0,INE165B01029,IT Software Products,Equity
517449,,MAGNAELQ,MAGNA ELECTRO CASTINGS LTD,Active,X ,10.0,INE437D01010,Other Industrial Products,Equity
517467,,MARSONS,MARSONS LIMITED,Active,Z ,1.0,INE415B01044,Other Elect.Equip./ Prod.,Equity
517477,,ELNET,ELNET TECHNOLOGIES LTD,Active,X ,10.0,INE033C01019,IT Software Products,Equity
517494,,ACCEL,ACCEL LTD,Active,XT,2.0,INE258C01038,Storage Media & Peripherals,Equity
517498,,WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD,Active,B ,10.0,INE855C01015,Other Elect.Equip./ Prod.,Equity
517500,,ROTO,ROTO PUMPS LTD,Active,X ,2.0,INE535D01029,Industrial Machinery,Equity
517506,,TTKPRESTIG,TTK PRESTIGE LTD,Active,A ,10.0,INE690A01010,Houseware,Equity
517514,,DHINDIA,DH INDIA LTD,Active,X ,10.0,INE589D01018,Other Industrial Goods,Equity
517522,,RAJGLOWIR,RAJRATAN GLOBAL WIRE LTD,Active,B ,10.0,INE451D01011,Auto Parts & Equipment,Equity
517530,,SURANAT&P,SURANA TELECOM AND POWER LIMITED,Active,B ,1.0,INE130B01031,Telecom Cables,Equity
517536,,ONWARDTEC,ONWARD TECHNOLOGIES LTD,Active,B ,10.0,INE229A01017,IT Consulting & Software,Equity
517544,,CENTUM,CENTUM ELECTRONICS LTD,Active,B ,10.0,INE320B01020,Misc.Commercial Services,Equity
517546,,ALFATRAN,ALFA TRANSFORMERS LTD,Active,X ,10.0,INE209C01015,Other Elect.Equip./ Prod.,Equity
517548,,STARLITE,STARLITE COMPONENTS LTD,Active,Z ,10.0,INE035C01022,Comm.Trading  & Distribution,Equity
517554,,NHCFOODS,NHC FOODS LTD,Active,X ,10.0,INE141C01028,Other Food Products,Equity
517562,,TRIGYN,TRIGYN TECHNOLOGIES LTD,Active,B ,10.0,INE948A01012,IT Consulting & Software,Equity
517569,,KEI,KEI INDUSTRIES LTD,Active,A ,2.0,INE878B01027,Other Elect.Equip./ Prod.,Equity
517571,,INDLMETER,IMP POWERS LTD,Active,B ,10.0,INE065B01013,Heavy Electrical Equipment,Equity
518029,,GSCLCEMENT,GUJARAT SIDHEE CEMENT LTD,Active,B ,10.0,INE542A01039,Cement & Cement Products,Equity
518075,,SURAJ,SURAJ PRODUCTS LTD,Active,Z ,10.0,INE069E01019,Iron & Steel/Interm.Products,Equity
518091,,APCL,ANJANI PORTLAND CEMENT LTD,Active,B ,10.0,INE071F01012,Cement & Cement Products,Equity
519003,,MODINATUR,MODI NATURALS LIMITED,Active,X ,10.0,INE537F01012,Other Agricultural Products,Equity
519014,,PRSNTIN,PRASHANT INDIA LTD,Active,XT,10.0,INE100E01012,Textiles,Equity
519031,,SHAHFOOD,SHAH FOODS LTD,Active,XT,10.0,INE455D01012,Packaged Foods,Equity
519064,,ZKHANDEN,KHANDELWAL EXTRACTION LTD,Active,XT,10.0,INE687W01010,Other Agricultural Products,Equity
519091,,TASTYBIT,TASTY BITE EATABLES LTD,Active,A ,10.0,INE488B01017,Packaged Foods,Equity
519097,,RITESHIN,RITESH INTERNATIONAL LTD,Active,X ,10.0,INE534D01014,Commodity Chemicals,Equity
519105,,AVTNPL,AVT NATURAL PRODUCTS LTD,Active,B ,1.0,INE488D01021,Other Agricultural Products,Equity
519126,,HNDFDS,HINDUSTAN FOODS LTD,Active,B ,10.0,INE254N01018,Packaged Foods,Equity
519136,,NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LTD,Active,B ,10.0,INE289A01011,Textiles,Equity
519152,,VADILENT,VADILAL ENTERPRISES LTD,Active,XT,10.0,INE693D01018,Comm.Trading  & Distribution,Equity
519156,,VADILALIND,VADILAL INDUSTRIES LTD,Active,B ,10.0,INE694D01016,Packaged Foods,Equity
519174,,ASHAI,ASHIANA AGRO INDUSTRIES LTD,Active,XT,10.0,INE709D01012,Edible Oils,Equity
519183,,ADFFOODS,ADF FOODS LTD,Active,A ,10.0,INE982B01019,Packaged Foods,Equity
519191,,RGRL,RETRO GREEN REVOLUTION LTD,Active,X ,10.0,INE601N01010,Tea & Coffee,Equity
519214,,WILLIMFI,WILLIAMSON FINANCIAL SERVICES LTD,Active,X ,10.0,INE188E01017,Finance (including NBFCs),Equity
519216,,AJANTSOY,AJANTA SOYA LTD,Active,X ,10.0,INE601B01015,Edible Oils,Equity
519224,,WILLAMAGOR,WILLIAMSON MAGOR  COMPANY LTD,Active,B ,10.0,INE210A01017,Finance (including NBFCs),Equity
519230,,RICHIRICH,RICHIRICH INVENTURES LIMITED,Active,X ,5.0,INE102C01020,Comm.Trading  & Distribution,Equity
519234,,SIEL,SUPERIOR INDUSTRIAL ENTERPRISES LIMITED,Active,XT,10.0,INE843L01012,Edible Oils,Equity
519238,,SPTRSHI,SAPTARISHI AGRO INDUSTRIES LTD,Active,XT,10.0,INE233P01017,Other Agricultural Products,Equity
519242,,SRDAPRT,SARDA PROTEINS LTD,Active,XT,10.0,INE995U01011,Edible Oils,Equity
519260,,SANWARIA,SANWARIA CONSUMER LTD,Active,Z ,1.0,INE890C01046,Packaged Foods,Equity
519262,,PRIMAGR,PRIMA AGRO LTD,Active,XT,10.0,INE297D01018,Other Agricultural Products,Equity
519279,,MADHURIND,MADHUR INDUSTRIES LTD,Active,XT,10.0,INE110C01015,Other Agricultural Products,Equity
519285,,TARAI,TARAI FOODS LTD,Active,XT,10.0,INE906C01016,Other Agricultural Products,Equity
519287,,MODAIRY,MODERN DAIRIES LTD,Active,X ,10.0,INE617B01011,Packaged Foods,Equity
519295,,BAMBINO,BAMBINO AGRO INDUSTRIES LTD,Active,X ,10.0,INE921D01013,Packaged Foods,Equity
519299,,PRIMIND,PRIME INDUSTRIES LTD,Active,Z ,5.0,INE543F01028,Edible Oils,Equity
519307,,VIKASWSP,VIKAS WSP LTD,Active,B ,1.0,INE706A01022,Specialty Chemicals,Equity
519319,,JATALIA,JATALIA GLOBAL VENTURES LTD,Active,XT,10.0,INE847M01011,Internet Software & Services,Equity
519331,,VSFPROJ,VSF PROJECTS LTD,Active,XT,10.0,INE923K01014,Construction & Engineering,Equity
519353,,BANSTEA,BANSISONS TEA INDUSTRIES LTD,Active,ZP,10.0,INE856E01019,Tea & Coffee,Equity
519359,,POONADAL,POONA DAL  OIL INDUSTRIES LTD,Active,X ,10.0,INE809E01018,Edible Oils,Equity
519367,,TRANSFD,TRANSGLOBE FOODS LTD,Active,X ,10.0,INE213P01027,Non-alcoholic Beverages,Equity
519383,,ANIKINDS,ANIK INDUSTRIES LTD,Active,B ,10.0,INE087B01017,Other Agricultural Products,Equity
519397,,SHINDL,SHARAT INDUSTRIES LTD,Active,XT,10.0,INE220Z01013,Packaged Foods,Equity
519413,,DATIWARE,DATIWARE MARITIME INFRA LTD,Active,P ,10.0,INE673U01014,Shipping,Equity
519415,,KMGMILK,KMG MILK FOOD LTD,Active,P ,10.0,INE873N01015,Packaged Foods,Equity
519421,,KSE,KSE LTD,Active,XT,10.0,INE953E01014,Packaged Foods,Equity
519439,,PIONAGR,PIONEER AGRO EXTRACTS LTD,Active,X ,10.0,INE062E01014,Edible Oils,Equity
519455,,NARBADA,NARBADA GEMS AND JEWELLERY LTD,Active,XT,10.0,INE540C01021,Other Apparels & Accessories,Equity
519457,,VIRATCRA,VIRAT CRANE INDUSTRIES LTD,Active,X ,10.0,INE295C01014,Packaged Foods,Equity
519463,,IBINFO,IB INFOTECH ENTERPRISES LTD,Active,XT,10.0,INE678B01021,Other Agricultural Products,Equity
519471,,AMBARPIL,AMBAR PROTEIN INDUSTRIES LTD,Active,XT,10.0,INE072V01017,Edible Oils,Equity
519475,,CHORDIA,CHORDIA FOOD PRODUCTS LTD,Active,X ,10.0,INE975C01011,Other Food Products,Equity
519477,,CIANAGRO,CIAN AGRO INDUSTRIES  INFRASTRUCTURE LTD,Active,XT,10.0,INE052V01019,Edible Oils,Equity
519483,,TAIIND,TAI INDUSTRIES LTD,Active,XT,10.0,INE358D01018,Comm.Trading  & Distribution,Equity
519494,,NKIND,NKINDUSTRIES LTD,Active,B ,10.0,INE542C01019,Edible Oils,Equity
519500,,BKV,BKV INDUSTRIES LTD,Active,XT,1.0,INE356C01022,Packaged Foods,Equity
519506,,NCCBLUE,NCC BLUE WATER PRODUCTS LTD,Active,P ,10.0,INE630N01019,Packaged Foods,Equity
519532,,ASIANTNE,ASIAN TEA  EXPORTS LTD,Active,X ,10.0,INE822B01017,Comm.Trading  & Distribution,Equity
519552,,HERITGFOOD,HERITAGE FOODS LIMITED,Active,A ,5.0,INE978A01027,Packaged Foods,Equity
519566,,SIMRAN,SIMRAN FARMS LTD,Active,XT,10.0,INE354D01017,Packaged Foods,Equity
519588,,DFM,DFM FOODS LTD,Active,A ,2.0,INE456C01020,Packaged Foods,Equity
519600,,CCL,CCL PRODUCTS INDIA LTD,Active,A ,2.0,INE421D01022,Tea & Coffee,Equity
519602,,KELLTONTEC,KELLTON TECH SOLUTIONS LTD,Active,B ,5.0,INE164B01022,IT Software Products,Equity
519604,,SURFI,SURYO FOODS  INDUSTRIES LTD,Active,XT,10.0,INE565E01016,Packaged Foods,Equity
519606,,INTEGFD,INTEGRATED PROTEINS LTD,Active,XT,10.0,INE177M01013,Edible Oils,Equity
519612,,MAHAANF,MAHAAN FOODS LTD,Active,X ,10.0,INE734D01010,Packaged Foods,Equity
520008,,RICOAUTO,RICO AUTO INDUSTRIES LTD,Active,A ,1.0,INE209B01025,Auto Parts & Equipment,Equity
520021,,OMAXAUTO,OMAX AUTOS LTD,Active,B ,10.0,INE090B01011,Auto Parts & Equipment,Equity
520043,,MUNJALSHOW,MUNJAL SHOWA LTD,Active,B ,2.0,INE577A01027,Auto Parts & Equipment,Equity
520051,,JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD,Active,A ,1.0,INE039C01032,Auto Parts & Equipment,Equity
520056,,SUNCLAYLTD,SUNDARAMCLAYTON LTD,Active,A ,5.0,INE105A01035,Auto Parts & Equipment,Equity
520057,,JTEKTINDIA,JTEKT INDIA LTD,Active,A ,1.0,INE643A01035,Auto Parts & Equipment,Equity
520059,,MUNJALAU,MUNJAL AUTO INDUSTRIES LTD,Active,B ,2.0,INE672B01032,Auto Parts & Equipment,Equity
520066,,JAYBARMARU,JAY BHARAT MARUTI LTD,Active,B ,5.0,INE571B01028,Auto Parts & Equipment,Equity
520073,,RACLGEAR,RACL GEARTECH LTD,Active,X ,10.0,INE704B01017,Auto Parts & Equipment,Equity
520075,,SAMKRG,SAMKRG PISTONS  RINGS LTD,Active,X ,10.0,INE706B01012,Auto Parts & Equipment,Equity
520081,,ECSTSTL,EAST COAST STEEL LTD,Active,P ,10.0,INE315F01013,Iron & Steel/Interm.Products,Equity
520086,,SICAL,SICAL LOGISTICS LTD,Active,B ,10.0,INE075B01012,Transportation - Logistics,Equity
520111,,RATNAMANI,RATNAMANI METALS  TUBES LTD,Active,A ,2.0,INE703B01027,Construction & Engineering,Equity
520113,,VESUVIUS,VESUVIUS INDIA LTD,Active,A ,10.0,INE386A01015,Other Industrial Goods,Equity
520119,,ASAL,AUTOMOTIVE STAMPINGS  ASSEMBLIES LTD,Active,T ,10.0,INE900C01027,Auto Parts & Equipment,Equity
520121,,ARCEEIN,ARCEE INDUSTRIES LTD,Active,XT,10.0,INE276D01012,Plastic Products,Equity
520123,,ABCINDQ,ABC INDIA LTD,Active,X ,10.0,INE125D01011,Surface Transportation,Equity
520127,,BALTE,BALURGHAT TECHNOLOGIES LTD,Active,X ,10.0,INE654B01014,Surface Transportation,Equity
520131,,COARO,COASTAL ROADWAYS LTD,Active,P ,10.0,INE229E01019,Surface Transportation,Equity
520141,,SIBARAUT,SIBAR AUTO PARTS LTD,Active,X ,10.0,INE441C01014,Auto Parts & Equipment,Equity
